mot;ligne;colonne;page;id
I;1;1;HOME;1
YOU;2;1;HOME;2
HE;3;1;HOME;3
SHE;4;1;HOME;4
WE;5;1;HOME;5
THEY;6;1;HOME;6
IT;7;1;HOME;7
MORE;8;1;HOME;8
MY;1;2;HOME;9
YOUR;2;2;HOME;10
HIS;3;2;HOME;11
HER;4;2;HOME;12
OUR;5;2;HOME;13
THERE;6;2;HOME;14
WANT;7;2;HOME;15
FOR;8;2;HOME;16
ME ;1;3;HOME;17
ARE;2;3;HOME;18
TIME;3;3;HOME;19
COLOR;4;3;HOME;20
WORK;5;3;HOME;21
KNOW;6;3;HOME;22
FEEL;7;3;HOME;23
NEW;8;3;HOME;24
PLEASE;1;4;HOME;25
IS;2;4;HOME;26
LOOK;3;4;HOME;27
TAKE;4;4;HOME;28
FAMILY;5;4;HOME;29
RIDE;6;4;HOME;30
HEAR;7;4;HOME;31
LIKE;8;4;HOME;32
COME;1;5;HOME;33
AM;2;5;HOME;34
WEAR;3;5;HOME;35
GO;4;5;HOME;36
THINK;5;5;HOME;37
TALK;6;5;HOME;38
DO;7;5;HOME;39
NEED;8;5;HOME;40
OKAY;1;6;HOME;41
CAN;2;6;HOME;42
PLAY;3;6;HOME;43
BUY;4;6;HOME;44
GET;5;6;HOME;45
MAKE;6;6;HOME;46
TELL;7;6;HOME;47
GIVE;8;6;HOME;48
ASK;1;7;HOME;49
WILL;2;7;HOME;50
TO;3;7;HOME;51
ON;4;7;HOME;52
IN;5;7;HOME;53
AT;6;7;HOME;54
OUT;7;7;HOME;55
TURN;8;7;HOME;56
PUT;1;8;HOME;57
WAS;2;8;HOME;58
HAVE;3;8;HOME;59
READ;4;8;HOME;60
EAT;5;8;HOME;61
SIT;6;8;HOME;62
SLEEP;7;8;HOME;63
DRINK;8;8;HOME;64
+S;1;9;HOME;65
WERE;2;9;HOME;66
A;3;9;HOME;67
NOT;4;9;HOME;68
WITH;5;9;HOME;69
RIGHT;6;9;HOME;70
THAT;7;9;HOME;71
LITTLE;8;9;HOME;72
AND;1;10;HOME;73
BUT;2;10;HOME;74
SOME;3;10;HOME;75
EVERY;4;10;HOME;76
ANY;5;10;HOME;77
AWAY;6;10;HOME;78
THIS;7;10;HOME;79
BIG;8;10;HOME;80
HELP;1;11;HOME;81
WHAT;2;11;HOME;82
THE;3;11;HOME;83
COMPUTER;4;11;HOME;84
NOW;5;11;HOME;85
LATER;6;11;HOME;86
FRIEND;7;11;HOME;87
STOP;8;11;HOME;88
THING;1;12;HOME;89
SAID;2;12;HOME;90
CALL;3;12;HOME;91
LET;4;12;HOME;92
FIND;5;12;HOME;93
TRY;6;12;HOME;94
WALK;7;12;HOME;95
BE;8;12;HOME;96
OFF;1;13;HOME;97
OR;2;13;HOME;98
SO;3;13;HOME;99
FROM;4;13;HOME;100
IF;5;13;HOME;101
AS;6;13;HOME;102
OF;7;13;HOME;103
BECAUSE;8;13;HOME;104
MINE;1;14;HOME;105
THAN;2;14;HOME;106
THEN;3;14;HOME;107
WELL;4;14;HOME;108
MUCH;5;14;HOME;109
WHEN;6;14;HOME;110
WHICH;7;14;HOME;111
GOOD;8;14;HOME;112
YES;1;15;HOME;113
NO;2;15;HOME;114
UP;3;15;HOME;115
DOWN;4;15;HOME;116
ALL;5;15;HOME;117
AGAIN;6;15;HOME;118
WOULD;7;15;HOME;119
QWERTY;8;15;HOME;120
PRONOUNS;1;1;ME;121
US;5;1;ME;122
THEIRS;6;1;ME;123
ITSELF;7;1;ME;124
MYSELF;1;2;ME;125
YOURS;2;2;ME;126
HIM;3;2;ME;127
HERS;4;2;ME;128
OURS;5;2;ME;129
THEM;6;2;ME;130
ME ;1;3;ME;131
YOURSELF;2;3;ME;132
HIMSELF;3;3;ME;133
HERSELF;4;3;ME;134
OURSELVES;5;3;ME;135
THEMSELVES;6;3;ME;136
SELF;1;4;ME;137
THEIR;6;4;ME;138
MY NAME IS;1;6;ME;139
MY BIRTHDAY IS;2;7;ME;140
MY ADDRESS IS;1;8;ME;141
I AM 8 YEARS OLD.;2;9;ME;142
PHONE NUMBER;1;10;ME;143
SCHOOL;1;12;ME;144
SPEAK FOR YOURSELF;1;14;ME;145
HOME;1;15;ME;146
QWERTY;8;15;ME;147
HI;1;1;PLEASE;148
THANK YOU;2;1;PLEASE;149
HOW ARE YOU?;4;1;PLEASE;150
SORRY;8;1;PLEASE;151
HELLO;1;2;PLEASE;152
YOU’RE WELCOME;2;2;PLEASE;153
WHAT’S UP?;3;2;PLEASE;154
NICE TO MEET YOU;5;2;PLEASE;155
I’M FINE;4;3;PLEASE;156
SOUNDS GOOD;7;3;PLEASE;157
SOUNDS BAD;8;3;PLEASE;158
PLEASE;1;4;PLEASE;159
AH;2;4;PLEASE;160
WANNA CHILL?;3;4;PLEASE;161
DO YOU COME HERE OFTEN?;5;4;PLEASE;162
PLEASES;1;5;PLEASE;163
OH;2;5;PLEASE;164
I'M NOT GOOD;4;5;PLEASE;165
PLEASING;1;6;PLEASE;166
HOW’S LIFE?;3;6;PLEASE;167
LEAVE ME ALONE PLEASE;5;6;PLEASE;168
ALL GONE;8;6;PLEASE;169
PLEASED;1;7;PLEASE;170
I DON’T KNOW;4;7;PLEASE;171
NEVER MIND;3;8;PLEASE;172
OH NO;4;8;PLEASE;173
UH NO;6;8;PLEASE;174
TALK TO YA LATER;8;8;PLEASE;175
ARE YOU KIDDING ME?;2;9;PLEASE;176
ALRIGHT;4;9;PLEASE;177
THANK;1;10;PLEASE;178
NOTHIN MUCH;3;10;PLEASE;179
LAME;5;10;PLEASE;180
ALL DONE;8;10;PLEASE;181
THANKS;1;11;PLEASE;182
COOL;4;11;PLEASE;183
THANKING;1;12;PLEASE;184
WHATEVER;3;12;PLEASE;185
AWE;4;12;PLEASE;186
GOODBYE;8;12;PLEASE;187
THANKED;1;13;PLEASE;188
AWESOME;4;13;PLEASE;189
PLEASE SAY THAT AGAIN;8;13;PLEASE;190
MANNERS;1;14;PLEASE;191
TALK TO THE HAND;3;14;PLEASE;192
OH WELL;4;14;PLEASE;193
EPIC;5;14;PLEASE;194
SEE YOU LATER;8;14;PLEASE;195
HOME;1;15;PLEASE;196
NO THANKS;2;15;PLEASE;197
PISH;4;15;PLEASE;198
WHAT DID YOU SAY;6;15;PLEASE;199
QWERTY;8;15;PLEASE;200
COME;1;5;COME;201
VISIT;2;5;COME;202
COMES;1;6;COME;203
VISITS;2;6;COME;204
COMING;1;7;COME;205
VISITING;2;7;COME;206
CAME ;1;8;COME;207
VISITED;2;8;COME;208
VISITOR;2;9;COME;209
MEET;1;10;COME;210
STAY;2;10;COME;211
REMAIN;3;10;COME;212
MEETS;1;11;COME;213
STAYS;2;11;COME;214
REMAINS;3;11;COME;215
MEETING;1;12;COME;216
STAYING;2;12;COME;217
REMAINING;3;12;COME;218
MET;1;13;COME;219
STAYED;2;13;COME;220
REMAINED;3;13;COME;221
HOME;1;15;COME;222
QWERTY;8;15;COME;223
OMG;1;1;OKAY;224
LOL;1;3;OKAY;225
OKAY;1;6;OKAY;226
HA HA HA ;1;8;OKAY;227
HOME;1;15;OKAY;228
QWERTY;8;15;OKAY;229
TRUE;1;1;ASK;230
ADD;2;1;ASK;231
ANSWER;3;1;ASK;232
COUNT;4;1;ASK;233
MATCH;5;1;ASK;234
LIE;6;1;ASK;235
BOTHER;7;1;ASK;236
ANNOY;8;1;ASK;237
FALSE;1;2;ASK;238
ADDS;2;2;ASK;239
ANSWERS;3;2;ASK;240
COUNTS;4;2;ASK;241
MATCHES;5;2;ASK;242
LIES;6;2;ASK;243
BOTHERS;7;2;ASK;244
ANNOYS;8;2;ASK;245
ADDING;2;3;ASK;246
ASWERING;3;3;ASK;247
COUNTING;4;3;ASK;248
MATCHING;5;3;ASK;249
LYING;6;3;ASK;250
BOTHERING;7;3;ASK;251
ANNOYING;8;3;ASK;252
ADDED;2;4;ASK;253
ANSWERED;3;4;ASK;254
COUNTED;4;4;ASK;255
MATCHED;5;4;ASK;256
LIED;6;4;ASK;257
BOTHERED;7;4;ASK;258
ANNOYED;8;4;ASK;259
LIAR;6;5;ASK;260
ANNOYANCE;8;5;ASK;261
CONTINUE;4;6;ASK;262
DARE;5;6;ASK;263
REPLY;6;6;ASK;264
RESOLVE;7;6;ASK;265
ARGUE;8;6;ASK;266
ASK;1;7;ASK;267
DEMAND;2;7;ASK;268
FIGURE;3;7;ASK;269
CONTINUES;4;7;ASK;270
DARES;5;7;ASK;271
REPLIES;6;7;ASK;272
RESOLVES;7;7;ASK;273
ARGUES;8;7;ASK;274
ASKS;1;8;ASK;275
DEMANDS;2;8;ASK;276
FIGURES;3;8;ASK;277
CONTINUING;4;8;ASK;278
DARING;5;8;ASK;279
REPLYING;6;8;ASK;280
RESOLVING;7;8;ASK;281
ARGUING;8;8;ASK;282
ASKING;1;9;ASK;283
DEMANDING;2;9;ASK;284
FIGURING;3;9;ASK;285
CONTINUED;4;9;ASK;286
DARED;5;9;ASK;287
REPLIED;6;9;ASK;288
RESOLVED;7;9;ASK;289
ARGUED;8;9;ASK;290
ASKED;1;10;ASK;291
DEMANDED;2;10;ASK;292
FIGURED;3;10;ASK;293
TRUST;4;10;ASK;294
RESOLUTION;7;10;ASK;295
ARGUMENT;8;10;ASK;296
IGNORE;2;11;ASK;297
TRUSTS;4;11;ASK;298
ARGUMENTATION;8;11;ASK;299
IGNORES;2;12;ASK;300
TRUSTING;3;12;ASK;301
IGNORING;2;13;ASK;302
TRUSTED;4;13;ASK;303
FACT;5;13;ASK;304
OPINION;6;13;ASK;305
TRUTH;7;13;ASK;306
IGNORED;2;14;ASK;307
TRUSTWORTHY;4;14;ASK;308
FACTUAL;5;14;ASK;309
OPINIONATED;6;14;ASK;310
TRUTHFUL;7;14;ASK;311
HOME;1;15;ASK;312
IGNORANT;2;15;ASK;313
PROBLEM;3;15;ASK;314
CLUE;4;15;ASK;315
QUESTION;5;15;ASK;316
QWERTY;8;15;ASK;317
PUT;1;8;PUT;318
PUTS;1;9;PUT;319
PUTTING;1;10;PUT;320
HOME;1;15;PUT;321
QWERTY;8;15;PUT;322
PRE+;1;1;+S;323
IM+;3;1;+S;324
DIS+;2;2;+S;325
POST+;1;3;+S;326
RE+;3;3;+S;327
+’RE;2;4;+S;328
+'M;2;5;+S;329
+'EM;3;5;+S;330
+'LL;2;7;+S;331
+'VE;3;8;+S;332
+'S;1;9;+S;333
UN+;4;9;+S;334
+ING;1;10;+S;335
+'S;2;10;+S;336
+ISH;3;10;+S;337
+ED;1;11;+S;338
+Y;2;11;+S;339
+NESS;4;11;+S;340
+TION;5;11;+S;341
+EN;1;12;+S;342
+LY;3;13;+S;343
+FUL;5;13;+S;344
HOME;1;15;+S;345
+EST;2;15;+S;346
+ER;3;15;+S;347
QWERTY;8;15;+S;348
EMERGENCY;1;1;HELP;349
HEALTHIEST;2;1;HELP;350
HEALTHIER;3;1;HELP;351
HEALTHY;4;1;HELP;352
UNHEALTHY;5;1;HELP;353
INJURE;6;1;HELP;354
PLAN;7;1;HELP;355
RESCUE;8;1;HELP;356
911;1;2;HELP;357
ATTENDANT;2;2;HELP;358
CHEMICALS;3;2;HELP;359
HEALTH;4;2;HELP;360
HEAT;5;2;HELP;361
INJURES;6;2;HELP;362
PLANS;7;2;HELP;363
RESCUES;8;2;HELP;364
ACCESSIBLE;1;3;HELP;365
BEDPAN;2;3;HELP;366
DAMAGE;3;3;HELP;367
DISASTER;4;3;HELP;368
HEATS;5;3;HELP;369
INJURING;6;3;HELP;370
PLANNING;7;3;HELP;371
RESCUING;8;3;HELP;372
ACCESSIBILITY;1;4;HELP;373
BLEED;2;4;HELP;374
DAMAGES;3;4;HELP;375
ELECTRICITY;4;4;HELP;376
HEATING;5;4;HELP;377
INJURED;6;4;HELP;378
PLANNED;7;4;HELP;379
RESCUED;8;4;HELP;380
ALARM;1;5;HELP;381
BLEEDS;2;5;HELP;382
DAMAGING;3;5;HELP;383
EVACUATE;4;5;HELP;384
HEATED;5;5;HELP;385
INJURY;6;5;HELP;386
SHELTER;8;5;HELP;387
ALARMS;1;6;HELP;388
BLEEDING;2;6;HELP;389
DAMAGED;3;6;HELP;390
FEMA;4;6;HELP;391
HEATER;5;6;HELP;392
LIQUID;6;6;HELP;393
PREPARE;7;6;HELP;394
STRESS;8;6;HELP;395
ALARMING;1;7;HELP;396
BLED;2;7;HELP;397
DANGEROUS;3;7;HELP;398
FIRST AID;4;7;HELP;399
INCIDENT;5;7;HELP;400
MEDICINE;6;7;HELP;401
PREPARES;7;7;HELP;402
SUSPECT;8;7;HELP;403
ALARMED;1;8;HELP;404
BLOODY;2;8;HELP;405
DANGEROUSLY;3;8;HELP;406
GENERATOR;4;8;HELP;407
INCIDENTALLY;5;8;HELP;408
MEMORY;6;8;HELP;409
PREPARING;7;8;HELP;410
WALKER;8;8;HELP;411
ALLERGIC;1;9;HELP;412
BURN;2;9;HELP;413
DENTURE;3;9;HELP;414
GROCERIES;4;9;HELP;415
INFECT;5;9;HELP;416
NORMAL;6;9;HELP;417
PREPARED;7;9;HELP;418
WHEELCHAIR;8;9;HELP;419
ALLERGY;1;10;HELP;420
BURNS;2;10;HELP;421
DEVICE;3;10;HELP;422
HAZARD;4;10;HELP;423
INFECTS;5;10;HELP;424
NORMALLY;6;10;HELP;425
PREPARATIONS;7;10;HELP;426
WORRY;8;10;HELP;427
HELP;1;11;HELP;428
BURNING;2;11;HELP;429
DISABLE;3;11;HELP;430
HEARING AID;4;11;HELP;431
INFECTING;5;11;HELP;432
OXYGEN;6;11;HELP;433
PREPAREDNESS;7;11;HELP;434
WORRIED;8;11;HELP;435
HELPS;1;12;HELP;436
BURNED;2;12;HELP;437
DISABLES;3;12;HELP;438
INFECTED;5;12;HELP;439
PANIC;6;12;HELP;440
RAMP;7;12;HELP;441
WORRYING;8;12;HELP;442
HELPING;1;13;HELP;443
BURNT;2;13;HELP;444
DISABLING;3;13;HELP;445
INFECTION;5;13;HELP;446
PERSISTENT;6;13;HELP;447
HELPED;1;14;HELP;448
CANE;2;14;HELP;449
DISABLED;3;14;HELP;450
PILL;6;14;HELP;451
X-RAY;8;14;HELP;452
HOME;1;15;HELP;453
CAST;2;15;HELP;454
DISABILITY;3;15;HELP;455
QWERTY;8;15;HELP;456
OUTER SPACE;1;1;THING;457
SPACE CENTER;2;1;THING;458
EARTH;1;2;THING;459
SPACE;2;2;THING;460
GALAXIES;1;3;THING;461
JUPITER;1;4;THING;462
UNIVERSE;2;4;THING;463
MARS.;1;5;THING;464
URANUS;2;5;THING;465
MERCURY;1;6;THING;466
VENUS;2;6;THING;467
MILKY WAY;1;7;THING;468
MOON;1;8;THING;469
NEPTUNE;1;9;THING;470
PLANET;1;10;THING;471
PLUTO;1;11;THING;472
THING;1;12;THING;473
STUFF;2;12;THING;474
SATURN;1;13;THING;475
SOLAR SYSTEM;1;14;THING;476
HOME;1;15;THING;477
QWERTY;8;15;THING;478
DESCRIBE;1;1;ARE;479
BLAND;2;1;ARE;480
CONTAGIOUS;3;1;ARE;481
FANTASTIC;4;1;ARE;482
PLAIN;5;1;ARE;483
DIFFERENT;6;1;ARE;484
POSITIVE;7;1;ARE;485
ADORABLE;8;1;ARE;486
DESCRIBES;1;2;ARE;487
BLIND;2;2;ARE;488
COUNTER CLOCKWISE;3;2;ARE;489
FAT;4;2;ARE;490
PLEASANT;5;2;ARE;491
DIFFERENCE;6;2;ARE;492
POSITIVELY;7;2;ARE;493
CAREFUL;8;2;ARE;494
DESCRIBING;1;3;ARE;495
ARE;2;3;ARE;496
CROOKED;3;3;ARE;497
FORMER;4;3;ARE;498
PLEASURE;5;3;ARE;499
DREADFUL;8;3;ARE;500
DESCRIBED;1;4;ARE;501
CRUNCHY;3;4;ARE;502
FRESH;4;4;ARE;503
PREGNANT;5;4;ARE;504
GENERAL;6;4;ARE;505
POWER;7;4;ARE;506
POWERFUL;8;4;ARE;507
DESCRIPTION;1;5;ARE;508
BLURRY;2;5;ARE;509
CURVE;3;5;ARE;510
GLAD;4;5;ARE;511
PROPER;5;5;ARE;512
GENERALLY;6;5;ARE;513
SPITE;7;5;ARE;514
SPITEFUL;8;5;ARE;515
DESCRIPTIVE;1;6;ARE;516
BOTH;2;6;ARE;517
DAMP;3;6;ARE;518
HOLLOW;4;6;ARE;519
REAL;5;6;ARE;520
WIDE;6;6;ARE;521
ALSO;1;7;ARE;522
BRIGHT;2;7;ARE;523
DARK;3;7;ARE;524
KIND;4;7;ARE;525
KINDNESS;5;7;ARE;526
AMAZING;1;8;ARE;527
CENTER;2;8;ARE;528
DEAF;3;8;ARE;529
NARROW;4;8;ARE;530
RUDE;5;8;ARE;531
ANOTHER;1;9;ARE;532
CERTAIN;2;9;ARE;533
DEAR;3;9;ARE;534
AREN’T;4;9;ARE;535
NEGATIVE;5;9;ARE;536
AVERAGE;1;10;ARE;537
CHEAP;2;10;ARE;538
DIGUSTING;3;10;ARE;539
OPPOSITE;4;10;ARE;540
NEGATIVELY;5;10;ARE;541
BASIC;1;11;ARE;542
CLEAR;2;11;ARE;543
DUMB;3;11;ARE;544
OTHER;4;11;ARE;545
SAME;5;11;ARE;546
BEAUTIFUL;1;12;ARE;547
CLOCKWISE;2;12;ARE;548
EACH;3;12;ARE;549
OTHERWISE;4;12;ARE;550
SINGLE;5;12;ARE;551
BEAUTY;1;13;ARE;552
COMMON;2;13;ARE;553
ELSE;3;13;ARE;554
PALE;4;13;ARE;555
SURE;5;13;ARE;556
BITTER;1;14;ARE;557
COMPLETE;2;14;ARE;558
EVIL;3;14;ARE;559
PERFECT;4;14;ARE;560
SURELY;5;14;ARE;561
WONDERFUL;8;14;ARE;562
HOME;1;15;ARE;563
CONFIDENTIAL;2;15;ARE;564
FAMOUS;3;15;ARE;565
PERFECTLY;4;15;ARE;566
TEMPER;5;15;ARE;567
QWERTY;8;15;ARE;568
IS;2;4;IS;569
ISN’T;4;9;IS;570
HOME;1;15;IS;571
QWERTY;8;15;IS;572
CONTAINER;1;1;CAN;573
BRING;2;1;CAN;574
CLOSE;3;1;CAN;575
SHUT;4;1;CAN;576
KEEP;8;1;CAN;577
BAG;1;2;CAN;578
BRINGS;2;2;CAN;579
CLOSES;3;2;CAN;580
SHUTS;4;2;CAN;581
KEEPS;8;2;CAN;582
BARREL;1;3;CAN;583
BRINGING;2;3;CAN;584
CLOSING;3;3;CAN;585
SHUTTING;4;3;CAN;586
KEEPING;8;3;CAN;587
BOTTLE;1;4;CAN;588
BROUGHT;2;4;CAN;589
CLOSED;3;4;CAN;590
KEPT;8;4;CAN;591
BOX;1;5;CAN;592
JAR;1;6;CAN;593
CAN;2;6;CAN;594
CARRY;3;6;CAN;595
LIFT;5;6;CAN;596
OPEN;8;6;CAN;597
RECYCLE BIN;1;7;CAN;598
CANS;2;7;CAN;599
CARRIES;3;7;CAN;600
LIFTS;5;7;CAN;601
OPENS;8;7;CAN;602
SOAP DISPENSER;1;8;CAN;603
CANNING;2;8;CAN;604
CARRYING;3;8;CAN;605
LIFTING;5;8;CAN;606
OPENING;8;8;CAN;607
SPRAY BOTTLE;1;9;CAN;608
CANNED;2;9;CAN;609
CARRIED;3;9;CAN;610
CAN’T;4;9;CAN;611
LIFTED;5;9;CAN;612
OPENED;8;9;CAN;613
TRASH CAN;1;10;CAN;614
CANNOT;4;10;CAN;615
SERVE;5;10;CAN;616
LIGHTEST;6;10;CAN;617
LIGHTER;7;10;CAN;618
LIGHT;8;10;CAN;619
TUBE;1;11;CAN;620
DROP;3;11;CAN;621
SERVES;5;11;CAN;622
HEAVIEST;6;11;CAN;623
HEAVIER;7;11;CAN;624
HEAVY;8;11;CAN;625
TUPPERWARE;1;12;CAN;626
DROPS;3;12;CAN;627
SERVING;5;12;CAN;628
DROPPING;3;13;CAN;629
SERVED;5;13;CAN;630
ABLE;8;13;CAN;631
DROPPED;3;14;CAN;632
SERVICE;5;14;CAN;633
ABILITY;8;14;CAN;634
HOME;1;15;CAN;635
SERVANT;5;15;CAN;636
QWERTY;8;15;CAN;637
RELIGION;1;1;WILL;638
PAGAN;3;1;WILL;639
PAGANISM;4;1;WILL;640
BLESS;5;1;WILL;641
LIVE;6;1;WILL;642
DIE;7;1;WILL;643
BIBLE;1;2;WILL;644
MONK;2;2;WILL;645
QURAN;3;2;WILL;646
BLESSES;5;2;WILL;647
LIVES;6;2;WILL;648
DIES;7;2;WILL;649
BUDDHIST;1;3;WILL;650
BUDDHISM;2;3;WILL;651
TAO;3;3;WILL;652
TAOISM;4;3;WILL;653
BLESSING;5;3;WILL;654
LIVING;6;3;WILL;655
DYING;7;3;WILL;656
CHISTIAN;1;4;WILL;657
CHRISTIANITY;2;4;WILL;658
BLESSED;5;4;WILL;659
LIVED;6;4;WILL;660
DIED;7;4;WILL;661
COMMUNION;1;5;WILL;662
PRIEST;2;5;WILL;663
ROSARY;3;5;WILL;664
LIFE;6;5;WILL;665
DEATH;7;5;WILL;666
GRAVE;8;5;WILL;667
CROSS;1;6;WILL;668
STEEPLE;2;6;WILL;669
SOUL;3;6;WILL;670
ALIVE;6;6;WILL;671
DEAD;7;6;WILL;672
GOD;1;7;WILL;673
WILL;2;7;WILL;674
PRAY;3;7;WILL;675
BELIEVE;5;7;WILL;676
PROMISE;6;7;WILL;677
GODDESS;1;8;WILL;678
WILLS;2;8;WILL;679
PRAYS;3;8;WILL;680
BELIEVES;5;8;WILL;681
PROMISES;6;8;WILL;682
LORD;1;9;WILL;683
WILLING;2;9;WILL;684
PRAYING;3;9;WILL;685
WON’T;4;9;WILL;686
BELIEVING;5;9;WILL;687
PROMISING;6;9;WILL;688
ANGEL;1;10;WILL;689
WILLED;2;10;WILL;690
PRAYED;3;10;WILL;691
BELIEVED;5;10;WILL;692
PROMISED;6;10;WILL;693
HEAVEN;1;11;WILL;694
SHALL;2;11;WILL;695
PRAYER;3;11;WILL;696
BELIEF;5;11;WILL;697
HINDU;1;12;WILL;698
HINDUISM;2;12;WILL;699
SPIRIT;3;12;WILL;700
MUSLIM;1;13;WILL;701
ISLAM;2;13;WILL;702
HOLIEST;3;13;WILL;703
HOLIER;4;13;WILL;704
HOLY;5;13;WILL;705
JEWISH;1;14;WILL;706
JUDAISM;2;14;WILL;707
CHALLAH;3;14;WILL;708
HOME;1;15;WILL;709
RABBI;2;15;WILL;710
SHOFAR;3;15;WILL;711
QWERTY;8;15;WILL;712
DINOSAUR;1;1;WAS;713
CREATURE;2;1;WAS;714
DISAPPEAR;4;1;WAS;715
ROAM;7;1;WAS;716
ANKYLOSAURUS;1;2;WAS;717
DISAPPEARS;4;2;WAS;718
ROAMS;7;2;WAS;719
BRACHIOSAURUS;1;3;WAS;720
DISAPPEARING;4;3;WAS;721
ROAMING;7;3;WAS;722
BRONTOSAURUS;1;4;WAS;723
DISAPPEARED;4;4;WAS;724
ROAMED;7;4;WAS;725
GIGANTORAPTOR;1;5;WAS;726
HADROSAUR;1;6;WAS;727
LYUBA;1;7;WAS;728
PTERANODON;1;8;WAS;729
WAS;2;8;WAS;730
STEGOSAURUS;1;9;WAS;731
WASN’T;4;9;WAS;732
TRICERATOPS;1;10;WAS;733
TYRANNOSAURUS REX;1;11;WAS;734
VELOCIRAPTOR;1;12;WAS;735
HOME;1;15;WAS;736
QWERTY;8;15;WAS;737
WERE;2;9;WERE;738
WEREN’T;4;9;WERE;739
HOME;1;15;WERE;740
QWERTY;8;15;WERE;741
HEAD;1;1;BUT;742
HAIR;2;1;BUT;743
FOREHEAD;3;1;BUT;744
BODY;4;1;BUT;745
SKULL;7;1;BUT;746
ANIMAL PARTS;8;1;BUT;747
NECK;1;2;BUT;748
THROAT;2;2;BUT;749
BRAIN;7;2;BUT;750
ANTLERS;8;2;BUT;751
FACE;1;3;BUT;752
EYE;2;3;BUT;753
NOSE;3;3;BUT;754
MOUTH;4;3;BUT;755
EAR;5;3;BUT;756
HEART;7;3;BUT;757
CLAWS;8;3;BUT;758
SHOULDER;1;4;BUT;759
EYELASH;2;4;BUT;760
NOSTRIL;3;4;BUT;761
LIP;4;4;BUT;762
MUSTACHE;5;4;BUT;763
RIB;6;4;BUT;764
LUNG;7;4;BUT;765
ELEPHANT TRUNK;8;4;BUT;766
ELBOW;1;5;BUT;767
EYEBROW;2;5;BUT;768
TEETH;4;5;BUT;769
BEARD;5;5;BUT;770
STOMACH;7;5;BUT;771
FUR;8;5;BUT;772
WRIST;1;6;BUT;773
PUPIL;2;6;BUT;774
TONGUE;4;6;BUT;775
GOATEE;5;6;BUT;776
SPINE;6;6;BUT;777
BACK;7;6;BUT;778
HORN;8;6;BUT;779
FINGER;1;7;BUT;780
IRIS;2;7;BUT;781
CHIN;4;7;BUT;782
BLADDER;7;7;BUT;783
PAW;8;7;BUT;784
ARM;1;8;BUT;785
FINGERNAIL;2;8;BUT;786
BREATH;4;8;BUT;787
BREATHE;5;8;BUT;788
MIND;6;8;BUT;789
KIDNEY;7;8;BUT;790
TAIL;8;8;BUT;791
THIGH;1;9;BUT;792
HAND;2;9;BUT;793
BREATHES;5;9;BUT;794
MINDS;6;9;BUT;795
GALLBLADDER;7;9;BUT;796
TUSK;8;9;BUT;797
KNEE;1;10;BUT;798
BUT;2;10;BUT;799
VAGINA;3;10;BUT;800
PENIS;4;10;BUT;801
BREATHING;5;10;BUT;802
MINDING;6;10;BUT;803
APPENDIX;7;10;BUT;804
WEBBED FEET;8;10;BUT;805
CALF;1;11;BUT;806
SHIN;2;11;BUT;807
BREATHED;5;11;BUT;808
WING;8;11;BUT;809
ANKLE;1;12;BUT;810
PRIVATE;4;12;BUT;811
NAKED;5;12;BUT;812
BEAK;8;12;BUT;813
FOOT;1;13;BUT;814
TOENAIL;2;13;BUT;815
FEET;3;13;BUT;816
TEARS;4;13;BUT;817
SWEAT;5;13;BUT;818
TOE;1;14;BUT;819
LEG;2;14;BUT;820
CELLULITE;3;14;BUT;821
BLOOD;4;14;BUT;822
PUS;5;14;BUT;823
MUCOUS;6;14;BUT;824
LIGAMENT;7;14;BUT;825
HOME;1;15;BUT;826
HIP;2;15;BUT;827
JOINT;3;15;BUT;828
MUSCLE;4;15;BUT;829
TENDON;5;15;BUT;830
BONE;6;15;BUT;831
CARTILAGE;7;15;BUT;832
QWERTY;8;15;BUT;833
WHO;1;1;WHAT;834
GUESS;2;1;WHAT;835
JOKE;3;1;WHAT;836
FOOL;4;1;WHAT;837
MATTER;6;1;WHAT;838
WHOEVER;1;2;WHAT;839
GUESSES;2;2;WHAT;840
JOKES;3;2;WHAT;841
FOOLS;4;2;WHAT;842
MATTERS;6;2;WHAT;843
WHOSE;1;3;WHAT;844
GUESSING;2;3;WHAT;845
JOKING;3;3;WHAT;846
FOOLING;4;3;WHAT;847
MATTERED;6;3;WHAT;848
WHOM;1;4;WHAT;849
GUESSED;2;4;WHAT;850
JOKED;3;4;WHAT;851
FOOLED;4;4;WHAT;852
WHERE;4;5;WHAT;853
WHEREVER;4;6;WHAT;854
HOW;1;8;WHAT;855
HOWEVER;1;9;WHAT;856
NOWHERE;4;9;WHAT;857
WHAT;2;11;WHAT;858
WHY;8;12;WHAT;859
WHENEVER;6;14;WHAT;860
WHICHEVER;7;14;WHAT;861
HOME;1;15;WHAT;862
CHANCE;4;15;WHAT;863
QWERTY;8;15;WHAT;864
SAY;2;9;SAID;865
SAYS;2;10;SAID;866
SAYING;2;11;SAID;867
SAID;2;12;SAID;868
HOME;1;15;SAID;869
QWERTY;8;15;SAID;870
STONE;1;1;OR;871
METAL;2;1;OR;872
JEWELRY;3;1;OR;873
FANCIEST;6;1;OR;874
FANCIER;7;1;OR;875
FANCY;8;1;OR;876
BRICK;1;2;OR;877
BRACELET;3;2;OR;878
BRONZE;1;3;OR;879
CROWN;3;3;OR;880
